"Package" "LibPath" "Version" "Priority" "Depends" "Imports" "LinkingTo" "Suggests" "Enhances" "License" "License_is_FOSS" "License_restricts_use" "OS_type" "MD5sum" "NeedsCompilation" "Built"
"stringi" "stringi" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.6.2" NA "R (>= 3.1)" "tools, utils, stats" NA NA NA "file LICENSE" "yes" NA NA NA "yes" "4.1.0"
"stringr" "stringr" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.4.0" NA "R (>= 3.1)" "glue (>= 1.2.0), magrittr, stringi (>= 1.1.7)" NA "covr, htmltools, htmlwidgets, knitr, rmarkdown, testthat" NA "GPL-2 | file LICENSE" NA NA NA NA "no" "4.1.0"
"styler" "styler" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.4.1" NA NA "backports (>= 1.1.0), cli (>= 1.1.0), magrittr (>= 2.0.0),
purrr (>= 0.2.3), R.cache (>= 0.14.0), rematch2 (>= 2.0.1),
rlang (>= 0.1.1), rprojroot (>= 1.1), tibble (>= 1.4.2), tools,
withr (>= 1.0.0), xfun (>= 0.1)" NA "data.tree (>= 0.1.6), digest, dplyr, here, knitr, prettycode,
rmarkdown, roxygen2, rstudioapi (>= 0.7), testthat (>= 2.1.0)" NA "MIT + file LICENSE" NA NA NA NA "no" "4.1.0"
"SummarizedExperiment" "SummarizedExperiment" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.22.0" NA "R (>= 4.0.0), methods, MatrixGenerics (>= 1.1.3),
GenomicRanges (>= 1.41.5), Biobase" "utils, stats, tools, Matrix, BiocGenerics (>= 0.37.0),
S4Vectors (>= 0.27.12), IRanges (>= 2.23.9), GenomeInfoDb (>=
1.13.1), DelayedArray (>= 0.15.10)" NA "HDF5Array (>= 1.7.5), annotate, AnnotationDbi, hgu95av2.db,
GenomicFeatures, TxDb.Hsapiens.UCSC.hg19.knownGene, jsonlite,
rhdf5, airway, BiocStyle, knitr, rmarkdown, RUnit, testthat,
digest" NA "Artistic-2.0" NA NA NA NA "no" "4.1.0"
"survival" "survival" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "3.2-11" "recommended" "R (>= 3.5.0)" "graphics, Matrix, methods, splines, stats, utils" NA NA NA "LGPL (>= 2)" NA NA NA NA "yes" "4.1.0"
"survminer" "survminer" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.4.9" NA "ggplot2, ggpubr(>= 0.1.6)" "grid, gridExtra (>= 2.0), magrittr, maxstat, methods, scales,
survival, stats, broom, dplyr, tidyr, survMisc, purrr, tibble,
rlang, ggtext (>= 0.1.0)" NA "knitr, flexsurv, cmprsk, markdown, testthat, rmarkdown" NA "GPL-2" NA NA NA NA "no" "4.1.0"
"survMisc" "survMisc" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.5.5" NA "survival" "graphics, grDevices, stats, utils, knitr, KMsurv, ggplot2,
data.table, zoo, grid, gridExtra, km.ci, xtable" NA NA NA "GPL-2" NA NA NA NA "no" "4.1.0"
"sva" "sva" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "3.40.0" NA "R (>= 3.2), mgcv, genefilter, BiocParallel" "matrixStats, stats, graphics, utils, limma, edgeR" NA "pamr, bladderbatch, BiocStyle, zebrafishRNASeq, testthat" NA "Artistic-2.0" NA NA NA NA "yes" "4.1.0"
"svglite" "svglite" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "2.0.0" NA "R (>= 3.0.0)" "systemfonts (>= 1.0.0)" "cpp11, systemfonts" "htmltools, testthat, xml2 (>= 1.0.0), covr, fontquiver (>=
0.2.0), knitr, rmarkdown" NA "GPL (>= 2)" NA NA NA NA "yes" "4.1.0"
"swirl" "swirl" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "2.4.5" NA "R (>= 3.1.0)" "stringr, testthat (>= 1.0.2), httr (>= 1.1.0), yaml, RCurl,
digest, tools, methods" NA "stringi" NA "MIT + file LICENSE" NA NA NA NA "no" "4.1.0"
"symmoments" "symmoments" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.2.1" NA "mvtnorm, cubature, combinat, multipol" NA NA "ape, mpoly" NA "GPL" NA NA NA NA "no" "4.1.0"
"sys" "sys" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "3.4" NA NA NA NA "unix (>= 1.4), spelling, testthat" NA "MIT + file LICENSE" NA NA NA NA "yes" "4.1.0"
"systemfonts" "systemfonts" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.0.2" NA "R (>= 3.2.0)" NA "cpp11 (>= 0.2.1)" "testthat (>= 2.1.0), covr, knitr, rmarkdown, tools" NA "MIT + file LICENSE" NA NA NA NA "yes" "4.1.0"
"systemPipeR" "systemPipeR" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.26.0" NA "Rsamtools (>= 1.31.2), Biostrings, ShortRead (>= 1.37.1),
methods" "GenomicRanges, GenomicFeatures (>= 1.31.3),
SummarizedExperiment, VariantAnnotation (>= 1.25.11), rjson,
ggplot2, limma, edgeR, DESeq2, GOstats, GO.db, annotate,
pheatmap, batchtools, yaml, stringr, assertthat, magrittr, DOT,
rsvg, IRanges" NA "BiocGenerics, ape, RUnit, BiocStyle, knitr, rmarkdown,
biomaRt, BiocParallel, BiocManager, systemPipeRdata,
GenomicAlignments, grid, DT, dplyr, kableExtra" NA "Artistic-2.0" NA NA NA NA "no" "4.1.0"
"TCGAbiolinks" "TCGAbiolinks" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "2.20.0" NA "R (>= 4.0)" "downloader (>= 0.4), grDevices, biomaRt, dplyr, graphics,
tibble, GenomicRanges, XML (>= 3.98.0), data.table, jsonlite
(>= 1.0.0), plyr, knitr, methods, ggplot2, stringr (>= 1.0.0),
IRanges, rvest (>= 0.3.0), stats, utils, S4Vectors, R.utils,
SummarizedExperiment (>= 1.4.0), TCGAbiolinksGUI.data, readr,
tools, tidyr, purrr, xml2, httr (>= 1.2.1)" NA "jpeg, png, BiocStyle, rmarkdown, devtools, maftools,
parmigene, c3net, minet, dnet, Biobase, affy, testthat, sesame,
pathview, clusterProfiler, ComplexHeatmap, circlize,
ConsensusClusterPlus, igraph, supraHex, limma, edgeR, sva,
EDASeq, survminer, genefilter, gridExtra, survival, doParallel,
parallel, ggrepel (>= 0.6.3), scales, grid" NA "GPL (>= 3)" NA NA NA NA "no" "4.1.0"
"TCGAbiolinksGUI.data" "TCGAbiolinksGUI.data" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.12.0" NA "R (>= 3.5.0)" NA NA "BiocStyle, knitr, readr, DT" NA "GPL-3" NA NA NA NA "no" "4.1.0"
"TeachingDemos" "TeachingDemos" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "2.12" NA "R (>= 2.10)" NA NA "tkrplot, lattice, MASS, rgl, tcltk, tcltk2, png, ggplot2,
logspline, maptools, R2wd, manipulate" NA "Artistic-2.0" NA NA NA NA "no" "4.1.0"
"teigen" "teigen" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "2.2.2" NA NA "parallel" NA NA NA "GPL (>= 2)" NA NA NA NA "yes" "4.1.0"
"tensor" "tensor" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.5" NA NA NA NA NA NA "GPL (>= 2)" NA NA NA NA NA "4.1.0"
"tensorA" "tensorA" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.36.2" NA "R (>= 2.2.0), stats" NA NA NA NA "GPL (>= 2)" NA NA NA NA "yes" "4.1.0"
"TENxBrainData" "TENxBrainData" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.12.0" NA "SingleCellExperiment, HDF5Array" "AnnotationHub (>= 2.9.22), ExperimentHub" NA "knitr, BiocStyle, snow, BiocFileCache, BiocParallel,
data.table" NA "CC BY 4.0" NA NA NA NA "no" "4.1.0"
"TENxPBMCData" "TENxPBMCData" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.10.0" NA "SingleCellExperiment, HDF5Array" "AnnotationHub, ExperimentHub" NA "knitr, BiocStyle, snow, BiocFileCache, BiocParallel" NA "CC BY 4.0" NA NA NA NA "no" "4.1.0"
"testthat" "testthat" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "3.0.2" NA "R (>= 3.1)" "brio, callr (>= 3.5.1), cli (>= 2.2.0), crayon (>= 1.3.4),
desc, digest, ellipsis (>= 0.2.0), evaluate, jsonlite,
lifecycle, magrittr, methods, pkgload, praise, processx, ps (>=
1.3.4), R6 (>= 2.2.0), rlang (>= 0.4.9), utils, waldo (>=
0.2.4), withr (>= 2.3.0)" NA "covr, curl (>= 0.9.5), diffviewer (>= 0.1.0), knitr, mockery,
rmarkdown, rstudioapi, shiny, usethis, vctrs (>= 0.1.0), xml2" NA "MIT + file LICENSE" NA NA NA NA "yes" "4.1.0"
"textshaping" "textshaping" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.3.4" NA "R (>= 3.2.0)" "systemfonts (>= 1.0.0)" "cpp11 (>= 0.2.1), systemfonts (>= 1.0.0)" "covr, knitr, rmarkdown" NA "MIT + file LICENSE" NA NA NA NA "yes" "4.1.0"
"TH.data" "TH.data" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.0-10" NA "R (>= 2.10.0), survival, MASS" NA NA "dplyr, gdata, plyr" NA "GPL-3" NA NA NA NA "no" "4.1.0"
"threejs" "threejs" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.3.3" NA "R (>= 3.0.0), igraph (>= 1.0.0)" "htmlwidgets (>= 0.3.2), base64enc, crosstalk, methods, stats" NA "maps" "knitr, shiny" "MIT + file LICENSE" NA NA NA NA "no" "4.1.0"
"tibble" "tibble" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "3.1.2" NA "R (>= 3.1.0)" "ellipsis (>= 0.3.2), fansi (>= 0.4.0), lifecycle (>= 0.2.0),
magrittr, methods, pillar (>= 1.6.0), pkgconfig, rlang (>=
0.4.3), utils, vctrs (>= 0.3.8)" NA "bench, bit64, blob, cli, covr, crayon (>= 1.3.4), DiagrammeR,
dplyr, evaluate, formattable, ggplot2, hms, htmltools, knitr,
lubridate, mockr, nycflights13, purrr, rmarkdown, testthat (>=
3.0.2), tidyr, withr" NA "MIT + file LICENSE" NA NA NA NA "yes" "4.1.0"
"tidygraph" "tidygraph" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.2.0" NA NA "tibble, dplyr (>= 0.8.5), igraph, magrittr, utils, rlang, R6,
Rcpp, tools, stats, tidyr, pillar" "Rcpp" "network, data.tree, ape, graph, methods, testthat, covr,
seriation, netrankr, influenceR, NetSwan" NA "MIT + file LICENSE" NA NA NA NA "yes" "4.1.0"
"tidyr" "tidyr" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.1.3" NA "R (>= 3.1)" "dplyr (>= 0.8.2), ellipsis (>= 0.1.0), glue, lifecycle,
magrittr, purrr, rlang, tibble (>= 2.1.1), tidyselect (>=
1.1.0), utils, vctrs (>= 0.3.6)" "cpp11 (>= 0.2.6)" "covr, data.table, jsonlite, knitr, readr, repurrrsive (>=
1.0.0), rmarkdown, testthat (>= 3.0.0)" NA "MIT + file LICENSE" NA NA NA NA "yes" "4.1.0"
"tidyselect" "tidyselect" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.1.1" NA "R (>= 3.2)" "ellipsis, glue (>= 1.3.0), purrr (>= 0.3.2), rlang (>= 0.4.6),
vctrs (>= 0.3.0)" NA "covr, crayon, dplyr, knitr, magrittr, rmarkdown, testthat (>=
2.3.0), tibble (>= 2.1.3), withr" NA "MIT + file LICENSE" NA NA NA NA "yes" "4.1.0"
"tidytext" "tidytext" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.3.1" NA "R (>= 2.10)" "rlang (>= 0.4.10), tibble, dplyr, stringr, hunspell, generics,
lifecycle, Matrix, tokenizers, janeaustenr, purrr (>= 0.1.1),
methods, vctrs" NA "readr, tidyr, XML, tm, quanteda, knitr, rmarkdown, ggplot2,
reshape2, wordcloud, topicmodels, NLP, scales, testthat (>=
2.1.0), vdiffr, mallet, stm, data.table, broom, textdata,
stopwords, covr" NA "MIT + file LICENSE" NA NA NA NA "no" "4.1.0"
"tidytree" "tidytree" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.3.3" NA "R (>= 3.4.0)" "ape, dplyr, lazyeval, magrittr, methods, rlang, tibble, utils" NA "ggtree, knitr, prettydoc, testthat, treeio" NA "Artistic-2.0" NA NA NA NA "no" "4.1.0"
"tidyverse" "tidyverse" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.3.1" NA "R (>= 3.3)" "broom (>= 0.7.6), cli (>= 2.4.0), crayon (>= 1.4.1), dbplyr
(>= 2.1.1), dplyr (>= 1.0.5), dtplyr (>= 1.1.0), forcats (>=
0.5.1), googledrive (>= 1.0.1), googlesheets4 (>= 0.3.0),
ggplot2 (>= 3.3.3), haven (>= 2.3.1), hms (>= 1.0.0), httr (>=
1.4.2), jsonlite (>= 1.7.2), lubridate (>= 1.7.10), magrittr
(>= 2.0.1), modelr (>= 0.1.8), pillar (>= 1.6.0), purrr (>=
0.3.4), readr (>= 1.4.0), readxl (>= 1.3.1), reprex (>= 2.0.0),
rlang (>= 0.4.10), rstudioapi (>= 0.13), rvest (>= 1.0.0),
stringr (>= 1.4.0), tibble (>= 3.1.0), tidyr (>= 1.1.3), xml2
(>= 1.3.2)" NA "covr, feather, glue, knitr, rmarkdown, testthat" NA "MIT + file LICENSE" NA NA NA NA "no" "4.1.0"
"timeDate" "timeDate" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "3043.102" NA "R (>= 2.15.1), graphics, utils, stats, methods" NA NA "date, RUnit" NA "GPL (>= 2)" NA NA NA NA "no" "4.1.0"
"tinytex" "tinytex" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.31" NA NA "xfun (>= 0.19)" NA "testit, rstudioapi" NA "MIT + file LICENSE" NA NA NA NA "no" "4.1.0"
"tis" "tis" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.38" NA "R (>= 2.3)" NA NA "reshape, scales" "zoo, ggplot2, graphics" "Unlimited" NA NA NA NA "yes" "4.1.0"
"tm" "tm" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.7-8" NA "R (>= 3.2.0), NLP (>= 0.2-0)" "Rcpp, parallel, slam (>= 0.1-37), stats, tools, utils,
graphics, xml2" "BH, Rcpp" "antiword, filehash, methods, pdftools, Rcampdf, Rgraphviz,
Rpoppler, SnowballC, testthat, tm.lexicon.GeneralInquirer" NA "GPL-3" NA NA NA NA "yes" "4.1.0"
"tmap" "tmap" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "3.3-1" NA "R (>= 3.5.0), methods" "tmaptools (>= 3.1), sf (>= 0.9-7), stars (>= 0.5-0), units (>=
0.6-1), grid, RColorBrewer, viridisLite, classInt (>= 0.4-3),
htmltools, htmlwidgets, widgetframe, leaflet (>= 2.0.2),
leafsync, leafem (>= 0.1), stats, abind, rlang, utils" NA "rmapshaper, rmarkdown, knitr, png, cartogram, osmdata,
ggplot2, dplyr, tidyr, shiny, testthat, covr, av, gifski" NA "GPL-3" NA NA NA NA "no" "4.1.0"
"tmaptools" "tmaptools" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "3.1-1" NA "R (>= 3.5), methods" "sf (>= 0.9.2), lwgeom (>= 0.1-4), stars (>= 0.4-1), units (>=
0.6-1), grid, magrittr, RColorBrewer, viridisLite, stats,
dichromat, XML" NA "tmap (>= 3.0), rmapshaper, osmdata, OpenStreetMap, raster,
png, shiny, shinyjs" NA "GPL-3" NA NA NA NA "no" "4.1.0"
"tmvnsim" "tmvnsim" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.0-2" NA NA NA NA NA NA "GPL-2" NA NA NA NA "yes" "4.1.0"
"tokenizers" "tokenizers" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.2.1" NA "R (>= 3.1.3)" "stringi (>= 1.0.1), Rcpp (>= 0.12.3), SnowballC (>= 0.5.1)" "Rcpp" "covr, knitr, rmarkdown, stopwords (>= 0.9.0), testthat" NA "MIT + file LICENSE" NA NA NA NA "yes" "4.1.0"
"topGO" "topGO" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "2.44.0" NA "R (>= 2.10.0), methods, BiocGenerics (>= 0.13.6), graph (>=
1.14.0), Biobase (>= 2.0.0), GO.db (>= 2.3.0), AnnotationDbi
(>= 1.7.19), SparseM (>= 0.73)" "lattice, matrixStats, DBI" NA "ALL, hgu95av2.db, hgu133a.db, genefilter, xtable, multtest,
Rgraphviz, globaltest" NA "LGPL" NA NA NA NA "no" "4.1.0"
"topicmodels" "topicmodels" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.2-12" NA "R (>= 2.15.0)" "stats4, methods, modeltools, slam, tm (>= 0.6)" NA "lasso2, lattice, lda, OAIHarvester, SnowballC,
corpus.JSS.papers" NA "GPL-2" NA NA NA NA "yes" "4.1.0"
"tracer" "tracer" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.0.0" NA NA "clisymbols, crayon, prettycode, utils" NA "covr, mockery, testthat" NA "MIT + file LICENSE" NA NA NA NA "no" "4.1.0"
"tradeSeq" "tradeSeq" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.6.0" NA "R (>= 3.6)" "mgcv, edgeR, SingleCellExperiment, SummarizedExperiment,
slingshot, magrittr, RColorBrewer, BiocParallel, Biobase,
pbapply, ggplot2, princurve, methods, monocle, igraph,
S4Vectors, tibble, Matrix, viridis, matrixStats" NA "knitr, rmarkdown, testthat, covr, clusterExperiment" NA "MIT + file LICENSE" NA NA NA NA "no" "4.1.0"
"TrajectoryUtils" "TrajectoryUtils" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.0.0" NA "SingleCellExperiment" "methods, stats, Matrix, igraph, S4Vectors,
SummarizedExperiment" NA "BiocNeighbors, DelayedArray, DelayedMatrixStats,
BiocParallel, testthat, knitr, BiocStyle, rmarkdown" NA "GPL-3" NA NA NA NA "no" "4.1.0"
"transport" "transport" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.12-2" NA "R (>= 3.0.0)" "grDevices, graphics, methods, stats, Rcpp (>= 0.12.10),
data.table" "RcppEigen, Rcpp" "animation, ks, testthat" NA "GPL (>= 2)" NA NA NA NA "yes" "4.1.0"
"treeio" "treeio" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.16.0" NA "R (>= 3.6.0)" "ape, dplyr, jsonlite, magrittr, methods, rlang, tibble,
tidytree (>= 0.3.0), utils" NA "Biostrings, ggplot2, ggtree, igraph, knitr, rmarkdown,
phangorn, prettydoc, testthat, tidyr, vroom, xml2, yaml" NA "Artistic-2.0" NA NA NA NA "no" "4.1.0"
"triebeard" "triebeard" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.3.0" NA NA "Rcpp" "Rcpp" "knitr, rmarkdown, testthat" NA "MIT + file LICENSE" NA NA NA NA "yes" "4.1.0"
"trimcluster" "trimcluster" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.1-5" NA "R (>= 1.9.0)" NA NA "fpc" NA "GPL" NA NA NA NA "no" "4.1.0"
"truncnorm" "truncnorm" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.0-8" NA "R (>= 3.4.0)" NA NA "testthat" NA "GPL (>= 2)" NA NA NA NA "yes" "4.1.0"
"TSCAN" "TSCAN" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.30.0" NA "SingleCellExperiment, TrajectoryUtils" "ggplot2, shiny, plyr, grid, fastICA, igraph, combinat, mgcv,
mclust, gplots, methods, stats, Matrix, SummarizedExperiment,
DelayedArray, S4Vectors" NA "knitr, testthat, scuttle, scran, metapod, BiocParallel,
BiocNeighbors, batchelor" NA "GPL(>=2)" NA NA NA NA "no" "4.1.0"
"tsne" "tsne" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.1-3" NA NA NA NA NA NA "GPL" NA NA NA NA "no" "4.1.0"
"TSP" "TSP" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.1-10" NA "R (>= 3.5.0)" "graphics, foreach, utils, stats, grDevices" NA "sp, maps, maptools, testthat" NA "GPL-3" NA NA NA NA "yes" "4.1.0"
"TTR" "TTR" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.24.2" NA NA "xts (>= 0.10-0), zoo, curl" "xts" "RUnit" "quantmod" "GPL (>= 2)" NA NA NA NA "yes" "4.1.0"
"tweenr" "tweenr" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.0.2" NA "R (>= 3.2.0)" "Rcpp (>= 0.12.3), grDevices, farver, magrittr, rlang" "Rcpp" "testthat, covr" NA "MIT + file LICENSE" NA NA NA NA "yes" "4.1.0"
"TxDb.Hsapiens.UCSC.hg18.knownGene" "TxDb.Hsapiens.UCSC.hg18.knownGene" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "3.2.2" NA "GenomicFeatures (>= 1.21.30)" "AnnotationDbi" NA NA NA "Artistic-2.0" NA NA NA NA "no" "4.1.0"
"TxDb.Hsapiens.UCSC.hg19.knownGene" "TxDb.Hsapiens.UCSC.hg19.knownGene" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "3.2.2" NA "GenomicFeatures (>= 1.21.30)" "AnnotationDbi" NA NA NA "Artistic-2.0" NA NA NA NA "no" "4.1.0"
"TxDb.Hsapiens.UCSC.hg38.knownGene" "TxDb.Hsapiens.UCSC.hg38.knownGene" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "3.13.0" NA "GenomicFeatures (>= 1.41.3)" "AnnotationDbi" NA NA NA "Artistic-2.0" NA NA NA NA "no" "4.1.0"
"tximport" "tximport" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.20.0" NA NA "utils, stats, methods" NA "knitr, rmarkdown, testthat, tximportData,
TxDb.Hsapiens.UCSC.hg19.knownGene, readr (>= 0.2.2), limma,
edgeR, DESeq2 (>= 1.11.6), rhdf5, jsonlite, matrixStats,
Matrix, fishpond" NA "GPL (>=2)" NA NA NA NA "no" "4.1.0"
"udapi" "udapi" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.1.3" NA NA "httr, curl" NA "testthat" NA "MIT + file LICENSE" NA NA NA NA "no" "4.1.0"
"units" "units" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.7-1" NA "R (>= 3.0.2)" "Rcpp" "Rcpp (>= 0.12.10)" "udunits2, NISTunits, measurements, xml2, magrittr, pillar (>=
1.3.0), dplyr (>= 1.0.0), vctrs (>= 0.3.1), knitr, testthat,
ggforce, rmarkdown" NA "GPL-2" NA NA NA NA "yes" "4.1.0"
"UpSetR" "UpSetR" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.4.0" NA "R (>= 3.0)" "ggplot2, gridExtra, plyr, utils, stats, methods, grDevices,
scales" NA "knitr" NA "MIT + file LICENSE" NA NA NA NA "no" "4.1.0"
"urltools" "urltools" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.7.3" NA "R (>= 2.10)" "Rcpp, methods, triebeard" "Rcpp" "testthat, knitr" NA "MIT + file LICENSE" NA NA NA NA "yes" "4.1.0"
"usethis" "usethis" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "2.0.1" NA "R (>= 3.2)" "cli, clipr (>= 0.3.0), crayon, curl (>= 2.7), desc, fs (>=
1.3.0), gert (>= 1.0.2), gh (>= 1.2.0), glue (>= 1.3.0),
jsonlite, lifecycle, purrr, rappdirs, rlang (>= 0.4.10),
rprojroot (>= 1.2), rstudioapi, stats, utils, whisker, withr
(>= 2.3.0), yaml" NA "covr, knitr, magick, mockr, rmarkdown, roxygen2, spelling (>=
1.2), styler (>= 1.2.0), testthat (>= 3.0.0)" NA "MIT + file LICENSE" NA NA NA NA "no" "4.1.0"
"utf8" "utf8" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.2.1" NA "R (>= 2.10)" NA NA "covr, knitr, rlang, rmarkdown, testthat (>= 3.0.0)" NA "Apache License (== 2.0) | file LICENSE" NA NA NA NA "yes" "4.1.0"
"uuid" "uuid" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.1-4" NA "R (>= 2.9.0)" NA NA NA NA "MIT + file LICENSE" NA NA NA NA "yes" "4.1.0"
"uwot" "uwot" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.1.10" NA "Matrix" "Rcpp, methods, FNN, RSpectra, RcppAnnoy (>= 0.0.17), irlba" "Rcpp, RcppProgress, RcppAnnoy, dqrng" "testthat, covr" NA "GPL (>= 3)" NA NA NA NA "yes" "4.1.0"
"V8" "V8" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "3.4.2" NA NA "Rcpp (>= 0.12.12), jsonlite (>= 1.0), curl (>= 1.0), utils" "Rcpp" "testthat, knitr, rmarkdown" NA "MIT + file LICENSE" NA NA NA NA "yes" "4.1.0"
"VariantAnnotation" "VariantAnnotation" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.38.0" NA "R (>= 4.0.0), methods, BiocGenerics (>= 0.37.0),
MatrixGenerics, GenomeInfoDb (>= 1.15.2), GenomicRanges (>=
1.41.5), SummarizedExperiment (>= 1.19.5), Rsamtools (>=
1.99.0)" "utils, DBI, zlibbioc, Biobase, S4Vectors (>= 0.27.12), IRanges
(>= 2.23.9), XVector (>= 0.29.2), Biostrings (>= 2.57.2),
AnnotationDbi (>= 1.27.9), rtracklayer (>= 1.39.7), BSgenome
(>= 1.47.3), GenomicFeatures (>= 1.31.3)" "S4Vectors, IRanges, XVector, Biostrings, Rhtslib" "RUnit, AnnotationHub, BSgenome.Hsapiens.UCSC.hg19,
TxDb.Hsapiens.UCSC.hg19.knownGene,
SNPlocs.Hsapiens.dbSNP.20101109, SIFT.Hsapiens.dbSNP132,
SIFT.Hsapiens.dbSNP137, PolyPhen.Hsapiens.dbSNP131, snpStats,
ggplot2, BiocStyle" NA "Artistic-2.0" NA NA NA NA "yes" "4.1.0"
"vcd" "vcd" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.4-8" NA "R (>= 2.4.0), grid" "stats, utils, MASS, grDevices, colorspace, lmtest" NA "KernSmooth, mvtnorm, kernlab, HSAUR3, coin" NA "GPL-2" NA NA NA NA "no" "4.1.0"
"vctrs" "vctrs" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.3.8" NA "R (>= 3.3)" "ellipsis (>= 0.2.0), glue, rlang (>= 0.4.10)" NA "bit64, covr, crayon, dplyr (>= 0.8.5), generics, knitr,
pillar (>= 1.4.4), pkgdown, rmarkdown, testthat (>= 2.3.0),
tibble, withr, xml2, waldo (>= 0.2.0), zeallot" NA "MIT + file LICENSE" NA NA NA NA "yes" "4.1.0"
"vdiffr" "vdiffr" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.3.3" NA "R (>= 3.2.0)" "devtools, diffobj, fontquiver (>= 0.2.0), freetypeharfbuzz (>=
0.2.5), gdtools, glue, grDevices, htmlwidgets (>= 0.6),
htmltools, purrr (>= 0.2.0), rlang, R6, Rcpp, shiny, testthat
